"miRNA","BC.M.002","BC.M.003","BC.M.014","BC.M.015","BC.M.017","BC.M.019","BC.M.022","BC.M.023","BC.M.065","BC.M.066","BC.M.068","BC.M.069","BC.M.083","BC.M.085","BC.M.086","BC.M.088","BC.M.089","BC.M.091","BC.M.098","BC.M.106","BC.M.112","BC.M.119","BC.M.122","BC.M.139","BC.M.144","BC.M.146","BC.M.148","BC.M.150","BC.M.163","BC.M.201","BC.M.209","BC.M.220","BC.M.223","BC.M.232","BC.M.234","BC.M.263","BC.M.264","BC.M.269","BC.M.275","BC.M.277","BC.M.300","BC.M.308","BC.M.309","BC.M.341","BC.M.355","BC.M.357","BC.M.359","BC.M.363","BC.M.378","BC.M.381","BC.M.388","BC.M.406","BC.M.430","BC.M.451","BC.M.457","BC.M.470","BC.M.488","BC.M.493","BC.M.512","BC.M.570","BC.M.632","BC.M.722","BC.M.018","BC.M.020","BC.M.024","BC.M.031","BC.M.034","BC.M.042","BC.M.044","BC.M.053","BC.M.057","BC.M.064","BC.M.067","BC.M.071","BC.M.075","BC.M.079","BC.M.080","BC.M.101","BC.M.185","BC.M.218","BC.M.221","BC.M.222","BC.M.246","BC.M.247","BC.M.267","BC.M.283","BC.M.298","BC.M.318","BC.M.321","BC.M.338","BC.M.373","BC.M.371","BC.M.476","BC.M.551","BC.M.579","BC.M.627","BC.M.630","BC.M.709"
"hsa-miR-376c-3p",7.352354,5.9365425,7.5250287,6.85047,7.522746,6.9485908,6.862754,7.2600713,5.9524274,7.421348,7.4551516,6.316282,7.449332,6.4694405,7.5034494,7.3806252,7.104858,7.5994678,6.4766245,6.630014,7.2945237,7.893785,6.977374,6.1337647,5.985004,7.2761526,5.817947,6.930996,6.8781924,7.5392704,7.227158,6.523991,6.3558574,6.433114,6.007049,6.456283,7.5669813,7.0307183,7.6525116,8.036667,7.588457,6.3243213,6.6379647,7.4158835,5.5923643,6.195636,7.4785376,6.6122313,6.776323,7.969553,7.51361,7.3370304,7.24615,7.676343,7.5377517,6.464586,7.2354403,7.866571,7.8858037,6.845907,6.9186063,5.521101,5.2382145,7.5385623,7.847288,8.044111,7.695419,6.912527,7.1413903,8.124192,7.403856,7.539491,6.542881,6.316851,7.6146936,7.528334,8.275635,8.167221,5.1995764,7.9526086,6.4907007,7.3230205,5.363215,6.017414,6.321654,4.873254,6.7294865,6.9778705,5.577461,7.271387,8.077284,6.2925267,6.367851,6.911901,6.6384954,6.8779907,6.3385463,5.486215
"hsa-miR-377-3p",6.9176464,5.7649984,6.7826176,6.5376515,7.1182313,6.4033227,6.420932,7.3597155,5.902452,7.0108914,7.148464,6.146821,7.118999,5.732026,6.906352,6.696457,6.8402696,7.4676743,6.10568,6.5216937,6.619367,7.657975,6.164867,5.971718,5.4509163,6.8286896,5.101823,6.6681685,6.7583714,7.099811,7.1441956,6.166588,5.5591283,5.9645696,5.74733,5.8549023,7.0512104,6.437797,7.1485167,7.2172937,7.253636,6.2389445,6.1942806,7.247092,5.2209415,6.2142987,6.9918094,6.575018,6.71677,7.5164123,7.1804967,6.9500403,6.953673,7.2177024,7.3404756,6.4507074,6.502481,7.419022,7.299841,6.38466,6.361423,5.306759,5.067375,7.1689262,7.403173,7.3773623,7.3505926,6.656206,6.985506,7.4953456,6.4080286,7.095879,6.133909,6.2206106,6.903526,7.17687,8.111743,7.5302505,4.0061083,7.3042235,6.201168,6.8109636,4.7829185,5.5685496,6.2052984,4.1580567,6.6779385,6.632459,5.017516,7.335419,7.9641776,6.002189,6.5832963,6.893022,6.2729297,6.3815374,6.037043,5.120987
"hsa-miR-377-5p",0.13850743,0.9574747,1.035848,1.3954884,1.4319009,1.4655277,0.2010569,1.3131241,0.67522657,0.3626475,0.67561287,1.7211279,0.19846334,0.8904266,0.44325963,1.4159026,0.7155423,0.96541095,1.0808871,1.4859227,0.6146665,1.3141382,1.0999671,0.47466326,0.5098045,1.5011566,0.84243464,0.19258389,0.64167076,0.8011179,0.52073663,0.22174671,0.2055099,0.53962445,0.50208616,0.84575725,1.3365792,1.1812309,1.1107111,0.86266667,0.84169334,0.645727,1.1209083,0.87289596,2.8667397,0.44515795,0.5403987,0.83693516,-0.1642861,1.1106266,0.44994685,0.58180374,1.4118087,0.32400098,1.0937451,0.19714229,1.6815329,0.5431345,1.2321068,0.40388113,0.89123577,0.7383898,0.70183367,1.672722,1.8650528,0.6341106,0.26673794,0.3037388,0.37275773,0.50755996,1.1892337,0.94429904,-0.23840779,-0.028451359,1.5927955,0.7621602,2.1947446,0.72752124,0.82425916,0.5840718,-0.40308598,0.85602945,1.2060955,0.65889853,1.1884209,1.3008343,0.22503911,0.5100813,0.3871212,1.3996539,1.9492273,0.2704596,0.34425065,0.3009302,-0.670773,0.26643986,0.50901407,1.2774178
"hsa-miR-378a-5p",6.9024396,4.976799,5.048958,6.1803575,5.297819,6.0779467,5.530411,7.1892447,5.598204,6.1022487,5.1487293,5.74643,5.598911,5.028932,8.31497,6.172788,5.9782195,5.6800065,5.8711157,4.913032,4.750355,5.6595335,6.794952,5.2572346,5.1783648,7.1427155,6.0979414,5.463475,4.9890046,5.592862,5.0595145,4.800245,4.0698895,5.2439437,4.8525534,5.215263,5.5756707,6.328363,5.7634406,6.334074,5.0082564,5.66429,5.101238,5.6741476,5.014484,5.32451,6.0301933,5.351413,5.0235233,4.768078,5.264693,4.575138,5.5979233,5.2138762,6.0166316,5.1517878,4.7639127,5.2150993,5.500323,5.5139184,4.7683887,6.0789213,5.94994,7.0361066,5.210811,7.339112,4.843506,6.6688824,5.7878003,4.6626153,5.9553533,6.2099185,5.5575824,6.414681,6.6138487,6.0043945,6.218697,4.675702,5.3421288,5.7690477,5.161322,5.2636876,7.2260776,6.636959,5.182443,5.8473377,6.2505293,5.1703506,5.1868696,5.499172,4.825368,6.007817,5.839812,6.045292,6.4691515,6.4301424,6.9957876,6.7739315
"hsa-miR-378a-5p",4.426562,2.9339015,2.0017653,3.2100716,1.4478334,3.4608319,3.1554914,5.0451636,2.8493989,3.5499096,2.7848933,2.2307851,2.9727926,2.8085685,5.84724,3.4237947,3.5866568,2.715302,3.85641,1.9443678,1.2132499,3.561431,4.593386,3.044062,2.3122191,3.6996527,3.1838212,2.9871013,1.9718916,2.914714,2.3784914,2.4884667,0.7055723,1.9673676,2.2100375,1.8745592,3.0941236,3.4134765,3.1802802,4.2838893,2.502823,3.8091054,2.6425276,3.193806,3.3647466,2.6850555,3.5501883,2.9221382,2.3893056,2.2827184,2.8435385,2.046817,3.3076034,2.7566297,3.3950758,3.0057528,1.9829262,2.6187954,3.2363534,1.2825475,1.43929,4.0704327,4.275257,4.7938075,3.1213264,5.4667487,2.8886278,4.578403,3.1440678,2.1933184,3.5127075,3.8015156,2.6546905,3.8574612,4.3371983,3.6532795,4.2268176,2.1131,1.411903,2.8908637,2.762811,2.631618,4.62246,4.2608547,2.8561702,3.513452,4.203392,3.2585797,2.8666425,3.2963052,2.7910547,3.7872977,3.5673015,3.9575777,3.1594946,3.486897,4.9349275,4.353553
"hsa-miR-379-5p",4.149673,3.7766328,5.1739407,4.8203588,5.391091,4.4394665,4.0955544,4.819631,3.337734,5.037237,4.291443,4.1039762,4.522591,3.139541,4.722827,4.825733,4.4242096,5.030164,4.062101,4.650897,4.455399,5.1122427,4.125472,3.1513677,3.219971,5.1628485,3.1874115,4.492805,4.7916718,4.8637567,4.2209487,4.114501,3.5970666,3.386037,2.8768811,3.9813173,4.743106,4.7984176,5.1207952,4.789467,4.7029247,3.7919736,3.8854523,4.6696177,3.3652608,3.6098974,4.595631,4.3493004,3.9340458,5.249694,5.062806,4.766268,4.28301,4.9021273,4.875856,4.0137563,3.8463352,5.2603,4.647665,3.5489087,4.12168,1.904722,2.2047615,5.270779,5.412358,4.761527,4.573108,4.0120645,4.807217,5.5304146,3.8347588,4.659007,3.8376002,3.6473682,4.4859385,4.737726,5.7403617,5.343812,3.471498,4.837043,3.3874607,4.2401767,2.807223,3.1701748,3.3262758,2.0484278,4.0323415,4.290859,3.1858156,5.174429,5.6118608,3.6317346,4.327765,4.4128346,4.0852537,3.7094104,3.3695233,2.959901
"hsa-miR-381-3p",5.685397,4.069283,5.540885,5.1217957,5.865971,5.1176424,4.6714797,5.258853,3.9927611,5.441275,5.281695,4.890163,5.406044,4.0016665,5.777412,5.5706077,5.03971,5.814104,4.303713,4.898424,5.4030037,5.892674,4.789838,4.515889,3.7917933,5.6065183,3.7160985,4.7405276,5.356425,6.1269774,5.1854663,4.312905,3.9550135,4.509375,3.5500023,4.5981727,5.3046956,5.5491757,5.583003,5.2381287,5.403345,4.6097884,4.3318067,5.2832494,4.88639,4.3874464,5.463436,4.824347,4.8918953,5.820208,5.370079,5.0786886,5.2708535,6.081721,5.5887237,4.597921,5.4621196,5.943327,5.902026,4.960314,4.715594,3.8050108,3.2004514,5.9895587,5.882261,5.445256,5.8074923,5.058797,5.4567933,5.9077525,4.412366,5.8217883,4.6946874,4.5932136,5.3181286,5.450214,6.3706756,6.002356,3.0058157,5.9319773,4.789947,5.3519855,2.87698,4.3274937,4.421988,2.4866726,4.9077835,4.485625,3.6186972,5.3450174,5.984358,4.57425,4.80088,5.2021427,4.5632124,6.12458,3.987796,3.4795675
"hsa-miR-382-5p",4.1136727,4.128595,4.9862695,4.583962,5.2830424,4.1996136,3.973906,4.7988896,3.5343704,4.9726243,4.228725,4.7349367,4.178339,2.9565372,4.773395,4.9070354,4.191668,4.593013,4.271416,4.376509,4.395843,5.024127,4.262994,3.2023146,3.3389335,4.679275,2.6431534,4.5899615,4.640318,4.4304185,4.160154,3.4686847,3.964364,3.400479,3.6115692,4.12953,4.8621583,5.2624846,4.838322,4.790451,4.702552,3.5466025,3.9937308,4.6339974,3.7088754,3.8652196,4.518035,4.559994,3.849697,5.2388816,5.0005155,4.8493166,4.5378866,4.514489,4.869614,3.6939886,4.65144,4.956494,4.476318,4.331775,4.253341,2.7844038,2.1200106,5.288698,5.342295,4.675833,3.9694638,3.9498677,4.666857,5.8642597,4.2882276,4.924706,3.5447395,3.6039407,4.443842,4.648204,5.5803614,5.0854235,3.315726,4.7724175,2.8279305,4.447796,2.3754528,3.6367679,2.8826952,1.9444891,3.7284648,3.8773963,2.871597,4.9108987,5.5854836,3.628068,4.616238,4.28022,4.073462,3.778916,3.2458484,3.1493526
"hsa-miR-409-3p",4.7316976,4.4796305,5.3379655,4.962458,5.9100256,5.0260844,4.7171717,5.6403346,4.132242,5.5441456,5.177044,5.245065,4.9533,3.1477647,5.66184,5.2315164,5.038375,5.518549,4.3376336,4.971212,4.5658617,5.723241,4.8178916,3.8776336,3.6824496,5.4089184,2.5278924,5.422446,5.0884175,5.267115,4.585493,4.1955495,3.8556862,3.8908522,3.2587109,4.5776315,5.4788256,5.8331704,5.349236,6.140663,5.3274555,4.41367,4.47869,5.3112407,3.368985,4.614718,5.0400715,5.0954843,4.2499223,5.72848,5.459763,5.031211,5.0643706,5.1573787,5.4768653,4.195555,5.1125803,5.651392,5.11234,4.353486,4.6763763,3.2397075,2.6347435,5.7185316,5.9962196,5.04472,4.6580844,4.829867,5.342975,5.9484515,5.3209267,5.3335977,4.2393675,4.385816,5.0357757,5.429923,6.254687,5.480697,2.7613866,5.724229,3.269456,4.8604703,2.25535,4.0523353,3.6811879,1.8911664,4.802626,4.7721963,3.473289,5.606326,6.079967,4.301742,5.1500745,4.555819,4.6744714,3.7924702,3.7932425,2.8933408
"hsa-miR-409-5p",2.2541118,1.2787718,1.9749951,1.8999536,3.386661,1.9163064,1.8931893,2.906165,0.7413275,2.7656162,2.3756218,2.0078776,2.3530238,0.8930378,2.6671803,1.661695,1.7198191,3.0345285,1.4136496,2.1672435,1.3562884,3.068367,2.0693212,0.47713962,0.5119964,2.14229,0.841691,2.6981263,2.024496,3.1185615,1.8527887,1.3160094,0.6242705,1.1030271,0.59045225,1.8086452,2.5919952,3.0856285,2.9349954,3.7933373,2.9586818,1.275402,1.4239451,3.0162847,2.8723514,2.1669946,2.624981,2.4442577,1.9834028,3.1270251,3.096432,1.9142367,2.1864996,2.4085827,2.6761875,1.6821374,1.8910141,3.280912,2.1466362,0.9290746,1.7232268,0.74173236,0.70321584,3.3573804,3.674132,2.3397558,2.412989,2.0902245,2.5912716,3.9299333,1.794765,2.3780878,1.3381623,1.3522897,1.9600132,2.6600142,4.0060997,2.9734232,0.8257832,2.7677915,0.100992545,1.581851,1.207342,0.65761983,1.3577005,1.3004334,2.2388082,2.3311362,0.3882458,3.1482325,3.8118482,1.1336637,2.0395072,1.6645011,1.8698105,0.4476328,0.5731292,1.2778348
"hsa-miR-410-3p",3.6939538,2.4026022,3.7092001,3.5561345,4.3201785,3.3133225,3.2871017,4.2002263,2.7961442,3.2984655,3.667291,3.549315,3.2977514,2.0394764,3.5325856,3.5689569,3.54984,5.9268136,3.3519797,3.3041313,2.98518,4.297365,3.213721,2.3375335,1.846117,3.4381282,1.3479638,3.5180478,3.405621,4.1869493,3.6144989,2.9791846,2.552076,2.3538158,2.3492146,2.9887142,3.6762462,4.195924,4.2512803,4.6202397,4.3593163,3.280236,3.0180829,3.8726819,3.3663697,3.4663367,3.8706536,3.4155967,2.8546655,4.087718,3.9428272,3.1282654,3.6449122,3.7805986,4.1930623,3.2271073,2.5909908,4.0090714,3.5157907,3.031725,3.017257,1.4603297,2.005429,4.146075,4.299968,3.836708,3.6098614,3.1851645,3.8297434,6.1522956,4.071968,4.2319484,2.3926222,2.6953304,4.0412083,3.501112,5.1678376,4.0402517,1.3277265,4.763697,2.1752613,3.1193194,1.846516,1.8406405,2.8694065,1.8030233,3.6652963,3.3998373,1.728861,4.266554,4.9962974,2.672998,3.4257815,3.3547893,3.284854,1.9187602,2.1778324,2.2817492
"hsa-miR-411-5p",3.73854,2.7373676,3.9704576,2.953277,4.380629,3.0783725,3.584562,4.038976,1.8538711,4.310594,3.7789996,2.3245103,3.8346589,2.7796047,4.181622,3.0970628,3.93205,3.8740463,3.329044,3.5756695,3.6514397,4.6772738,3.58298,2.5101633,2.2896297,3.250431,1.7210147,3.7979531,3.9029899,3.7539413,3.341995,2.994537,2.1115363,2.4958959,2.2503827,2.738734,4.089606,3.069364,4.1996,4.3015084,3.3696156,2.6957417,3.2104173,4.1013327,3.364358,2.3114645,4.040628,3.5898795,3.2478328,4.773714,4.582832,4.177426,3.1989405,4.575332,4.055381,2.845181,3.2824,4.7599936,4.157493,3.0941632,3.1832669,1.2412791,1.3927875,4.5559077,4.8347864,4.3507,4.153062,3.4081187,3.9886072,4.8051105,3.053583,3.9697998,2.8705204,2.6889513,3.8521917,4.118207,4.9909925,4.8530197,2.027069,3.198078,3.0304089,4.023654,1.7104273,2.4600873,2.273716,1.8060244,2.6047895,3.393545,2.3527899,4.213067,5.0383296,3.0115786,2.9746916,3.897325,3.1698244,2.3815067,2.9349098,2.2583199
"hsa-miR-411-3p",-0.97676903,0.9550812,1.0343033,1.3311477,0.4477775,1.0302945,0.20229006,1.2771518,0.6749614,0.5125974,0.41084582,1.7167417,-0.59695923,0.890399,0.03690487,1.413068,0.7178032,0.81014156,1.0792516,2.3394718,0.61118376,0.22761154,1.0991366,0.4721873,0.50809264,1.495967,0.84162307,0.017233202,0.6703939,1.1575577,0.12225675,0.21893448,0.20463592,1.378947,0.5004676,0.8454019,1.3232278,-0.12417436,0.43032965,0.48686153,-0.23146935,0.3079915,1.0303484,-0.22415124,3.1991112,0.07792499,-0.29052508,0.12152056,-0.17283139,0.43338704,-0.34298766,0.55947596,1.7514571,0.31703827,0.42958987,0.19371666,2.2182977,-0.022505894,-0.021445762,0.17520718,0.89180505,0.7322052,0.70058566,1.0664492,0.5403563,0.63033956,-0.25802186,0.302903,0.36537662,-0.12465035,1.19044,0.7464446,-0.2391,-0.02977068,1.5889078,0.76326424,0.5671256,0.63091075,0.8274031,-0.36882672,-0.40271136,-0.003720737,1.2056164,0.65427613,1.1901529,1.3006796,0.21785182,1.0973183,0.3828947,0.800135,0.586114,0.73417103,-0.22641021,0.30711016,-0.6837649,1.0364023,0.5069504,2.2007544
"hsa-miR-421",2.6826344,1.4670157,1.8330243,1.8324889,1.5583088,2.1207414,2.528702,2.3146508,1.2515234,2.5546103,2.0824316,2.2219026,2.3045335,4.262158,2.4397843,2.5966835,2.8667808,3.6962729,2.7567415,3.024482,2.9036965,2.595262,2.9764636,3.320566,3.690277,2.9704723,3.847377,2.7550569,2.6486647,1.9057522,1.7331705,1.8987641,2.6683104,2.8269975,1.634153,2.638393,2.504017,2.0667505,2.1336265,2.5657954,1.1269866,2.2559304,3.5944784,1.7287725,3.364281,2.7715256,2.1060336,2.8577414,1.3471568,2.1786606,2.5547457,3.2720604,1.9982291,2.9102826,1.8761932,2.87807,1.9821084,2.0535083,2.7287004,1.343041,1.9916296,3.8591886,2.322459,3.7011092,3.2087305,1.6434252,2.4986808,2.862911,2.3394675,2.938871,3.9299686,2.2288406,2.3769133,2.3202722,2.6677356,3.1830556,2.9352036,2.6134067,1.8528368,3.0406477,1.4015616,2.1633313,3.6984196,2.062402,2.2706873,2.7842898,2.7320032,3.7902875,4.02319,2.1275783,2.0541077,4.2087603,4.309842,2.9824092,2.815662,2.1118324,3.5399458,2.260882
"hsa-miR-422a",3.3643885,0.95697516,1.661413,2.0325603,3.6156192,1.9128107,2.5132244,1.6860472,1.9653541,2.355322,1.5433176,3.0459926,2.6720123,0.8943474,1.3381602,2.654769,1.5661612,1.4561037,1.0795809,1.3834212,1.9082184,-0.43042412,2.7967906,2.4291286,2.454665,2.0242977,2.5385103,2.6872365,1.1712968,3.125479,2.5159526,2.270075,2.5213027,2.8448958,2.0747123,2.7729905,1.7718545,3.2661452,0.44207633,1.0071096,2.380387,2.2121549,1.0303812,2.898997,2.8644385,3.333162,3.0900939,2.0355961,2.7729166,1.6934079,1.8140347,0.5633322,1.4103677,1.7453431,0.9579579,2.1380672,1.4816679,2.738864,1.5576437,4.254026,2.3112955,0.943085,1.4536849,1.202885,0.5307478,2.0746844,1.7380226,2.3865793,1.952356,1.1199123,1.1900551,2.2247632,2.6317248,3.4900615,1.59213,0.7615857,2.1039784,1.1211154,2.620263,3.3677227,2.3954203,1.6332436,2.1699588,1.6910567,2.2029853,1.5159624,1.9291352,1.5058515,1.1020671,2.1413376,0.8612456,2.8743715,1.340132,3.2149205,4.60995,3.7287064,1.6370538,1.5091809
"hsa-miR-423-3p",3.217357,4.0352654,3.488953,3.6100824,3.5388558,4.0515475,3.5719934,3.2807457,3.152067,3.0902934,3.6481988,4.4459066,3.4381733,3.80865,3.7592947,3.674747,3.7478607,2.9443412,3.8601274,3.8456933,4.2896156,2.770384,3.348074,3.8672042,3.5237722,4.161627,4.2257314,4.0245914,3.3907955,3.7735593,3.9463394,3.5583584,4.214129,3.515529,4.1758823,4.2093034,3.6617432,4.009799,3.7658567,2.602368,2.9677222,2.8678713,3.9372334,3.192658,3.2553544,3.294834,3.5927203,3.050265,2.9934285,3.545325,3.204043,3.6706614,3.700279,3.6479578,2.9720986,3.9779615,3.8569844,3.0848207,3.137134,3.8912797,4.0234165,4.315953,2.7243667,3.5724003,3.5185292,3.3841019,3.4298606,3.021425,3.4607584,2.8785954,4.2062073,3.6073568,2.966248,2.91633,3.3690867,3.5122485,2.536873,3.1344423,4.547395,2.9161592,2.693833,3.067141,4.1629453,3.1358354,2.3381348,5.4850855,2.524173,2.4512832,3.4350703,3.0564754,3.3591425,4.8711324,3.8527896,3.2670884,4.3032107,2.9174685,2.9457102,2.7106504
"hsa-miR-423-5p",6.7785344,8.106018,7.3204823,7.425041,7.1870227,7.752321,7.172752,7.005083,6.6984863,6.7031875,7.06428,8.595245,6.8911066,7.1108675,6.9204574,6.9068646,7.498602,6.6536756,7.5100737,7.751351,7.669267,6.7399573,7.0108104,7.8050275,7.650862,7.2888765,7.9252744,7.5730214,6.8998895,7.1742887,7.858299,7.1952896,8.1659,7.0244417,7.825635,7.8338757,7.06134,7.5284605,7.343489,6.6080465,6.5593743,6.666133,8.06928,6.994387,6.603408,7.446901,6.9245286,6.4964933,7.096512,7.230928,6.9731927,7.824525,7.123269,7.207537,6.8451924,7.5038185,7.631532,6.789656,7.1307054,7.6280704,7.3149867,8.264315,6.764993,7.352847,7.2044573,7.0457673,6.843383,6.7165265,7.004193,6.224667,7.9854627,7.5474257,6.6001306,6.9166656,7.299018,6.761091,5.907858,6.835481,7.417263,6.2673373,6.3814645,6.799245,7.2789173,6.894179,6.7066865,9.161644,6.165457,6.292112,6.8840322,7.0167017,7.1944985,8.149468,7.686106,7.324357,7.085355,6.4600596,7.0223165,6.2438183
"hsa-miR-424-5p",9.806838,8.529797,7.99839,8.576238,8.408455,8.608706,8.819525,9.973727,8.960137,10.281702,10.151591,7.857957,8.738888,10.158961,8.951468,8.695626,9.786364,9.038458,9.309927,9.441538,8.40767,11.11774,8.224747,9.7128105,8.874327,9.4594555,8.470229,9.811268,9.8319845,10.122761,10.732027,8.876681,10.118097,9.765534,9.346655,7.7171125,9.687286,7.0028934,8.515763,8.231289,10.796649,9.259144,9.006472,8.613077,8.078876,8.335732,9.834351,9.062913,9.937369,9.487056,9.834836,9.3422,8.983329,10.59049,10.032659,9.468535,8.036735,10.301772,9.990737,8.653507,7.9078956,9.640493,9.486597,9.286036,8.983775,10.004805,10.967243,9.92374,9.73545,8.682833,9.207599,9.793507,9.28927,9.374334,9.40616,9.75056,10.240154,9.786588,8.187046,9.307255,8.9243145,10.610594,8.481297,9.61265,9.134867,9.749527,9.548541,10.119347,8.683045,9.859036,10.500569,9.202737,9.723382,9.202584,8.539432,8.64994,9.254456,8.05202
"hsa-miR-424-3p",5.301995,1.4692199,3.0043728,2.6258872,3.4644809,3.4666753,3.6633708,3.851027,4.7666345,4.0449967,3.7755663,3.9778848,3.159786,3.3586495,3.4533052,4.466192,3.558703,4.269083,3.1206977,3.1938736,4.2359676,4.012241,3.3889585,4.938955,3.9947803,4.304209,4.6369953,4.0658484,3.100886,4.4989095,4.685325,3.3722684,4.426436,4.77182,3.6753745,3.786579,3.5074403,4.475604,2.6936235,2.733997,4.402309,5.44766,2.1648955,3.4912372,3.367013,4.119855,4.6955857,3.221783,3.5135512,3.939442,3.7602797,2.710152,2.7499254,4.3070908,3.6387174,3.3829205,2.9467497,4.5282683,3.654372,4.6982827,4.4860263,3.6053507,2.8201602,2.864823,2.2408776,4.3711944,4.4372997,3.982562,3.7827353,2.9761653,5.216958,4.130161,3.458367,5.1837683,3.4632866,2.4539483,3.3786037,3.6315615,3.7885022,4.9765277,3.8317785,4.8138313,4.8033476,3.8869383,3.7717023,3.748601,3.5343068,4.492493,3.3281555,3.952717,4.536296,3.7723727,4.748348,3.6242743,5.9861064,6.0269346,5.3605084,2.268428
"hsa-miR-425-3p",9.4776745,9.200883,8.382362,8.60192,8.698461,8.430931,8.978645,8.147051,8.42322,8.689157,8.721607,10.000834,7.8839054,9.123199,8.932756,10.26083,9.404074,9.29692,9.685682,8.185203,8.896681,9.227588,8.332187,9.652506,9.040653,9.638925,8.981036,9.877051,9.701368,8.402271,7.934948,8.901296,9.116036,9.417364,8.795811,9.123603,8.768178,9.18686,8.634169,10.001927,7.8800282,8.323295,10.253111,7.886406,7.672016,8.419277,8.73678,8.221469,7.761626,8.975205,8.3669815,10.388274,8.328281,9.668921,8.352541,8.659524,9.0376835,9.486976,8.114419,7.8942842,8.679952,8.83541,8.931023,10.087307,9.3967085,8.553451,8.662263,7.48362,8.948986,10.533957,10.601251,9.422153,8.978451,7.811022,9.708111,8.39014,7.604991,8.785529,7.9228907,8.262324,7.8975773,9.842481,9.652427,7.913716,8.477665,9.061173,7.8063636,9.179129,9.327753,8.141926,8.738397,8.797083,9.462671,8.387589,7.9936523,8.8525305,8.278696,8.626214
"hsa-miR-425-3p",2.912002,3.626962,4.267087,4.2784934,3.436298,3.6892934,3.608453,3.8255796,3.5283544,3.0386245,3.0288222,4.975876,3.193021,4.115176,3.831748,4.817378,3.8372762,3.418561,4.103605,4.4769645,4.1214643,2.8873236,4.4846735,3.6651108,3.8471029,4.5241523,4.073895,3.627688,3.4957335,3.9390512,3.1202238,3.1465058,3.367469,3.5839405,3.6198187,4.4746137,4.391989,3.5280476,4.2301087,3.53858,3.0897818,3.3066268,3.8199549,3.3442218,5.0314603,3.1507607,3.4492984,3.5258632,3.1413624,3.1602957,3.1001844,3.9460144,3.7901464,3.8252146,3.89526,3.3624039,4.3772135,3.0305393,3.5034592,3.678352,3.844094,4.0659957,3.7685728,3.8734128,3.924898,3.399228,3.2142794,3.634946,3.6253402,3.0912983,4.2701726,3.3612523,2.8982008,3.4299576,4.8222566,4.1067467,2.082241,3.5272114,4.506329,3.3314278,2.8729327,3.5179553,4.2952623,3.8185985,3.8810117,3.9489157,3.390439,3.3896775,3.9193892,3.4237096,3.4576442,3.4122088,3.6712651,3.6941497,2.7119567,4.0492105,3.8324304,3.658877
"hsa-miR-429",9.060506,9.485425,9.147044,8.78205,8.70558,7.9804125,8.594601,6.62992,7.5556808,7.8092527,9.382045,8.544491,8.393847,10.971965,8.966408,8.277348,7.3505206,9.044659,8.581445,9.281713,9.623176,9.177682,9.293013,8.7294,10.270691,8.202264,9.139194,9.8067465,7.9420686,9.107968,7.972701,9.353223,7.6249113,8.244536,9.0743885,10.143533,9.611902,8.977653,9.913952,9.788993,8.774338,8.878433,1.5366715,7.8913918,5.894037,9.639397,7.9511437,8.730867,8.944526,9.694319,9.316957,10.168777,9.052908,8.893812,9.534086,9.528547,7.424576,7.9766088,7.6377892,8.700744,9.522634,9.273238,9.826795,7.54008,9.063133,8.4155655,8.705266,8.931178,8.883991,10.279263,10.367632,8.463798,9.626621,8.960816,8.504654,10.000691,8.777716,8.852217,7.9966035,7.4341283,8.41859,10.2407465,9.245689,7.3460784,8.597053,10.171482,8.768888,8.909996,9.447555,8.9799795,9.054736,8.173061,10.143122,7.506551,7.9167314,8.245388,8.969723,9.30665
"hsa-miR-431-5p",1.6052275,1.460179,1.8906494,2.1657155,2.2581244,1.569695,1.8819698,2.5217276,1.1762389,1.9970973,1.6855546,2.2180684,1.0298921,1.3932853,2.1683025,1.9163318,1.7443458,4.334697,1.7137097,2.1035013,1.1209652,2.9831233,1.60241,0.9742705,1.6796095,2.5957203,1.3467891,2.2428074,1.875056,1.271897,1.6113445,1.208089,0.9437058,1.8764694,1.2858752,1.3465884,2.1039786,1.9127187,2.2150578,4.5369816,2.6405084,2.0536964,1.5318854,1.8712053,3.364536,1.6230335,1.9361339,1.9778429,0.33112457,2.3842435,2.4577606,2.3465948,2.2751596,1.6191766,2.5334973,1.0663315,1.9826963,2.4986913,1.603432,1.3919636,1.3947667,1.2335849,1.2050555,1.7267457,2.7648726,2.508575,0.8015057,1.2622474,2.3550365,3.893284,3.0241315,2.9221942,0.6869944,0.8439935,2.0966184,2.3982034,3.170246,1.8110365,1.3375974,3.1442807,0.39414942,1.3708272,1.7063355,1.2705953,1.8177981,1.8008397,2.59229,1.832847,1.2371857,2.2185566,2.5438886,1.1027193,1.6466378,1.108733,2.0189857,0.7418755,1.0144709,1.8273064
